Depth,XRF/Hardness Sample #,Sample Location Quality,LWIR 1,LWIR 2,LWIR 3,LWIR 4,LWIR 5,LWIR 6,LWIR 7,LWIR 8,LWIR 9,LWIR 10,LWIR 11,LWIR 12,LWIR 13,LWIR 14,LWIR 15,LWIR 16,LWIR 17,LWIR 18,LWIR 19,LWIR 20,SWIR 1,SWIR 3,SWIR 4,SWIR 5,SWIR 6,SWIR 7,SWIR 8,SWIR 9,SWIR 10,SWIR 11,SWIR 12,SWIR 13,SWIR 14,SWIR 15,SWIR 16,SWIR 17,SWIR 18,SWIR 20,HLD,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ba,Pb,Th,U
46.783117,446,GOOD,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,4.1624,1.6448,28.1877,0.2293,0.3347,0.0084,1.3043,11.3174,0.166,0.0021,0,1.1143,1.3374,0.0004,0.0015,0.0008,0.0018,0.0003,0.0002,0,0.0028,0.009,0.0021,0.0323,0.0005,0.0017,0.0156,0,0.0008,0
46.894265,447,GOOD,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,88.88888889,0,0,0,0,0,66.66666667,0,11.11111111,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,3.4883,2.1046,33.5937,0.0768,0.295,0,1.6016,8.7608,0.1877,0.0014,0.002,0.7421,1.0659,0.0004,0.0009,0.0006,0.0014,0.0004,0.0002,0,0.0031,0.0067,0.0021,0.0244,0.0004,0.0009,0.0111,0,0,0
46.984709,448,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,66.66666667,0,0,11.11111111,0,0,0,0,11.11111111,11.11111111,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,833,0,3.0991,3.3053,32.9488,0.0791,0.4125,0,2.5673,7.1045,0.2232,0.0026,0.0015,0.5478,1.1981,0.0006,0.0009,0.0012,0.0023,0.0008,0,0,0.0061,0.0069,0.0019,0.028,0.0006,0.0018,0.0204,0.0007,0.0003,0.0006
47.086049,449,GOOD,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,44.44444444,0,0,11.11111111,0,0,22.22222222,0,0,0,55.55555556,0,0,0,0,22.22222222,0,0,0,0,0,0,0,838,0,3.7573,1.4966,31.5042,0.1222,0.3368,0,1.2866,10.4278,0.1562,0.0022,0.0014,0.8165,1.0707,0.0004,0.0005,0.0005,0.0012,0.0003,0.0003,0,0.0028,0.008,0.0021,0.0315,0.0006,0.0022,0.0425,0,0.0005,0
47.180852,450,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,11.11111111,0,0,11.11111111,33.33333333,11.11111111,22.22222222,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,840,0,3.1435,3.3377,29.7742,0.0755,0.5359,0.0488,2.5485,7.9262,0.2173,0.0037,0,0.6466,1.516,0.0006,0.0012,0.0006,0.0028,0.0011,0.0004,0,0.0058,0.007,0.002,0.0171,0.0005,0.0005,0.0227,0.0007,0,0.0009
47.283283,451,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,22.22222222,33.33333333,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,766,0,3.4725,2.8388,30.3811,0.0703,0.4415,0.0199,2.1445,9.0745,0.179,0.0013,0,0.7384,1.3704,0.0005,0.0014,0.0005,0.0017,0.0007,0.0002,0,0.0047,0.0067,0.0019,0.017,0.0006,0.001,0.0202,0.0007,0.0004,0.0004
47.373726,452,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,77.77777778,0,0,0,0,0,11.11111111,22.22222222,0,11.11111111,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,801,0,3.0586,3.2369,31.6952,0.0876,0.5192,0,2.5835,7.5911,0.225,0.004,0.0026,0.5665,1.3992,0.0006,0.001,0.0008,0.0035,0.0006,0.0003,0,0.0057,0.0072,0.0021,0.0218,0.0009,0.0016,0.0224,0.0006,0.0005,0
47.479426,453,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,77.77777778,0,0,0,0,0,22.22222222,11.11111111,11.11111111,0,11.11111111,0,0,22.22222222,0,22.22222222,0,0,0,0,0,0,0,852,0,3.1118,3.0767,34.1643,0.0834,0.3918,0,2.4693,7.5778,0.1801,0.0021,0,0.5721,1.1789,0.0005,0.0009,0.0004,0.0016,0.0003,0.0002,0,0.0051,0.0066,0.0022,0.0213,0.0004,0.001,0.0153,0,0,0
47.567691,454,GOOD,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,77.77777778,0,0,0,0,0,0,11.11111111,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,838,0,3.0657,4.7329,29.8414,0.0934,0.8496,0,3.3484,6.1893,0.3088,0.0016,0.0038,0.4748,1.8615,0.0008,0.0015,0.0008,0.0021,0.0013,0.0005,0,0.0084,0.007,0.0027,0.0221,0.0009,0.0012,0.0173,0.0008,0.001,0.0009
47.663583,455,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,11.11111111,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,818,0,2.4775,3.7837,34.0729,0.0993,0.6713,0,2.7501,5.6351,0.2572,0.0038,0.0036,0.4116,1.482,0.0007,0.0011,0.0008,0.002,0.0009,0.0005,0,0.007,0.0067,0.0021,0.027,0.0009,0.0017,0.0363,0.0017,0.0012,0.0004
47.761655,456,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,825,0,4.0263,2.5611,30.324,0.062,0.5012,0,1.9779,9.5521,0.1665,0.0041,0,0.7995,1.3983,0.0005,0.0014,0.0003,0.001,0.0006,0.0002,0,0.0043,0.007,0.0019,0.0179,0.0007,0.0011,0.0175,0,0,0
47.852099,457,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,55.55555556,0,0,0,0,833,0,3.6029,2.5511,31.8647,0.092,0.5325,0,2.0218,8.902,0.1874,0.0014,0.0016,0.6868,1.3529,0.0006,0.001,0.0003,0.0018,0.0009,0.0005,0,0.0043,0.0074,0.002,0.0267,0.0007,0.0013,0.0223,0,0,0
47.954529,458,GOOD,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,44.44444444,0,0,11.11111111,0,0,0,11.11111111,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,842,0,2.9713,2.5196,33.6743,0.0942,0.3767,0,1.9255,8.1468,0.1698,0.0014,0.002,0.6353,1.1095,0.0005,0.0009,0.0007,0.0016,0.0003,0.0002,0,0.0042,0.0065,0.0018,0.0227,0.0005,0.001,0.0189,0,0,0.0005
48.052601,459,GOOD,0,0,22.22222222,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,0,11.11111111,0,0,44.44444444,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,804,0,2.3307,5.6788,30.4933,0.1363,0.9605,0,3.7931,4.4569,0.4002,0.0046,0.0044,0.3326,1.9527,0.0009,0.0015,0.0009,0.0028,0.0013,0.0008,0,0.0101,0.0063,0.0031,0.036,0.0013,0.0019,0.0211,0.001,0.0009,0.0007
48.29887,461,GOOD,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,77.77777778,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,788,0,3.056,3.621,30.7877,0.0913,0.7107,0,2.7513,7.1283,0.2525,0.002,0,0.5695,1.7969,0.0008,0.0019,0.0019,0.0027,0.001,0.0007,0,0.0071,0.0069,0.0023,0.0204,0.0005,0.001,0.0253,0.0008,0,0.0007
48.388224,462,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,77.77777778,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,792,0.033,2.7685,2.3424,33.2804,0.2033,0.6989,0,2.0821,7.6412,0.2384,0,0,0.5718,1.3997,0.0007,0.0011,0.001,0.0024,0.0002,0.0003,0.0002,0.004,0.007,0.0031,0.0708,0.0007,0.0038,0.0148,0,0.0005,0.0004
48.495013,463,GOOD,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,55.55555556,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,776,0,3.1315,3.3055,28.5171,0.0841,0.496,0,2.4692,7.9409,0.2004,0.0009,0.0021,0.6338,1.5718,0.0006,0.0017,0.0011,0.0023,0.0006,0.0007,0,0.0062,0.0071,0.0021,0.0191,0.0008,0.0007,0.0163,0,0,0
48.589816,464,GOOD,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,22.22222222,0,0,33.33333333,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,806,0,2.9362,3.0681,28.4036,0.1198,0.7948,0.0184,2.3293,7.7391,0.2349,0.0027,0.0017,0.6107,1.9841,0.0009,0.0012,0.0017,0.0033,0.0007,0.001,0.0002,0.0065,0.0073,0.0026,0.0304,0.0006,0.0012,0.0173,0.0012,0.0005,0.0004
48.687888,465,GOOD,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,88.88888889,0,0,0,0,0,0,0,0,44.44444444,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,816,0,2.6903,3.6069,30.8796,0.0776,0.5648,0,2.6378,6.2989,0.2604,0.0027,0.0026,0.4822,1.6221,0.0007,0.0014,0.0009,0.0033,0.001,0.0006,0,0.0075,0.0071,0.0026,0.0286,0.0007,0.0015,0.0207,0,0.001,0.0006
48.784444,466,GOOD,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,22.22222222,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,824,0,2.7771,2.6574,32.1787,0.0923,0.467,0,2.1652,6.9236,0.1809,0.0027,0,0.5381,1.366,0.0006,0.0013,0.001,0.0015,0.0007,0.0004,0.0004,0.0051,0.0066,0.0023,0.0298,0.0005,0.0013,0.0195,0.0013,0,0.0005
48.885556,467,GOOD,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,55.55555556,0,0,0,11.11111111,0,0,0,44.44444444,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,814,0,2.8469,3.8531,31.9872,0.0781,0.64,0,2.783,6.0666,0.2688,0.005,0.0016,0.4669,1.6885,0.0008,0.0012,0.0005,0.002,0.0011,0.0005,0,0.0073,0.0067,0.0024,0.0236,0.0007,0.001,0.0195,0.0017,0,0.0006
48.988889,468,GOOD,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,77.77777778,0,0,0,33.33333333,0,0,0,11.11111111,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,818,0,2.8268,3.8634,32.0166,0.0863,0.6405,0,2.7886,6.0841,0.263,0.0047,0.002,0.465,1.6822,0.0008,0.0013,0.0008,0.0021,0.0011,0.0007,0,0.0072,0.007,0.0026,0.0236,0.0008,0.0011,0.0271,0,0.0007,0.0007
49.084444,469,GOOD,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,796,0,3.5536,3.1592,31.3374,0.1094,0.5826,0,2.4139,8.0867,0.2079,0.0015,0.0015,0.6517,1.5872,0.0007,0.0014,0.0009,0.0017,0.0008,0.0005,0,0.0057,0.0063,0.0022,0.0242,0.0007,0.0019,0.0217,0,0,0
49.181111,470,GOOD,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,22.22222222,22.22222222,0,0,0,11.11111111,0,0,0,11.11111111,44.44444444,33.33333333,0,0,0,0,0,0,0,0,0,0,0,791,0,2.9502,5.3011,30.1399,0.1009,0.9951,0,3.6203,5.4088,0.325,0.0043,0.0031,0.4622,2.212,0.001,0.0023,0.0013,0.0025,0.0015,0.001,0.0002,0.0093,0.0079,0.0028,0.0198,0.001,0.0007,0.0294,0.0007,0,0.0008
49.284444,471,GOOD,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,22.22222222,33.33333333,0,0,0,0,0,0,0,55.55555556,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,806,0,3.1421,2.8766,32.1173,0.1113,0.4821,0,2.3289,7.8882,0.195,0.0027,0.0013,0.6155,1.3604,0.0006,0.0011,0.0008,0.0038,0.0006,0.0005,0,0.0053,0.007,0.0021,0.0264,0.0006,0.0014,0.0147,0,0,0.0003
49.384444,472,GOOD,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,55.55555556,33.33333333,0,0,0,0,0,0,0,55.55555556,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,832,0,2.611,3.0187,32.54,0.092,0.5,0,2.3184,6.6337,0.2248,0.0025,0.0024,0.5383,1.4331,0.0006,0.0011,0.0007,0.0022,0.001,0.0004,0,0.0057,0.0071,0.002,0.0259,0.001,0.0015,0.0156,0,0.0007,0.0006
49.49,473,GOOD,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,88.88888889,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,851,0,3.384,2.7628,29.7232,0.0756,0.471,0,2.0903,8.9253,0.1821,0.0024,0.0025,0.7429,1.5068,0.0005,0.0017,0.0004,0.002,0.0006,0.0005,0,0.0047,0.0071,0.002,0.0176,0.0005,0.0008,0.019,0,0.0004,0.0004
49.591111,474,GOOD,0,0,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,824,0,3.7174,2.1659,32.0324,0.0794,0.3006,0,1.8226,9.5062,0.0997,0.0017,0,0.7928,1.1472,0.0004,0.0008,0,0.0015,0.0003,0.0002,0,0.0034,0.0063,0.0014,0.0102,0.0003,0.0004,0.0128,0,0,0
49.691111,475,GOOD,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,11.11111111,77.77777778,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,849,0.2454,4.0228,1.3645,29.4126,0.0793,0.2585,0,1.1786,11.3438,0.0869,0.0011,0,0.9421,1.1489,0.0004,0.0009,0,0.0017,0.0002,0.0001,0,0.0023,0.0082,0.0015,0.0123,0.0002,0.001,0.0146,0,0.0004,0.0004
49.784444,476,GOOD,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,763,0,2.1622,5.9816,23.74,0.1017,1.4767,0,4.251,2.8058,0.3555,0.01,0.0064,0.2354,2.971,0.001,0.0027,0.0022,0.0037,0.0024,0.0012,0,0.014,0.0071,0.0036,0.0206,0.0014,0.0011,0.0367,0.0031,0.0006,0.0015
49.885556,477,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,11.11111111,0,0,0,22.22222222,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,839,0,3.6856,2.6292,28.9038,0.0994,0.4621,0,1.8414,9.0615,0.1903,0.0025,0.0024,0.7832,1.4712,0.0006,0.0012,0.0005,0.0025,0.0009,0.0003,0,0.0045,0.0069,0.0019,0.0172,0.0007,0.0008,0.0149,0,0.0005,0.0004
